1603,Cairo Air Transport Company,,,CCE,,N
1604,Cal Gulf Aviation,,,CGC,CAL-GULF,N
1605,Cal-West Aviation,,,REZ,CAL AIR,N
1606,California Air Shuttle,,,CSL,CALIFORNIA SHUTTLE,N
1607,Calima Aviacion,,XG,CLI,CALIMA,Y
1608,Calm Air,,MO,CAV,CALM AIR,N
1609,Camai Air,,R9,CAM,AIR CAMAI,N
1610,Cambodia Airlines,,,KHM,CAMBODIA AIRLINES,N
1611,Cameroon Airlines,,UY,UYC,CAM-AIR,N
1612,Campania Helicopteros De Transporte,,,HSO,HELIASTURIAS,N
1613,CanJet,,C6,CJA,CANJET,N
1614,Canada Jet Charters,,,PIL,PINNACLE,N
1615,Canadian Airlines,,CP,CDN,CANADIAN,Y
1616,Canadian Coast Guard,,,CTG,CANADIAN COAST GUARD,N
1617,Canadian Eagle Aviation,,,HIA,HAIDA,N
1618,Canadian Forces,,,CFC,CANFORCE,N
1619,Canadian Global Air Ambulance,,,BZD,BLIZZARD,N
1620,Canadian Helicopters,,,CDN,CANADIAN,N
1621,Canadian Interagency Forest Fire Centre,,,TKR,TANKER,N
1622,Canadian National Telecommunications,,,XNC,,N
1623,Canadian North,,5T,MPE,EMPRESS,Y
1624,Canadian Regional Airlines,,,CDR,CANADIAN REGIONAL,N
1625,Canadian Warplane Heritage Museum,,,CWH,WARPLANE HERITAGE,N
1626,Canadian Western Airlines,,W2,CWA,CANADIAN WESTERN,N
1627,Canair,,,CWW,CANAIR,N
1628,Cancun Air,,,CUI,CAN-AIR,N
1629,Cape Air,,9K,KAP,CAIR,Y
1630,Cape Air Transport,,,CTO,,N
1631,Cape Central Airways,,,SEM,SEMO,N
1632,Cape Smythe Air,,,CMY,CAPE SMYTHE AIR,N
1633,Capital Air Service,,,CPX,CAPAIR,N
1634,Capital Airlines,,,CPD,CAPITAL DELTA,N
1635,Capital Airlines Limited,,,NCP,CAPITAL SHUTTLE,N
1636,Capital Cargo International Airlines,,PT,CCI,CAPPY,N
1637,Capital City Air Carriers,,,CCQ,CAP CITY,N
1638,Capital Trading Aviation,,,EGL,PRESTIGE,N
1639,Capitol Air Express,,,CEX,CAPITOL EXPRESS,N
1640,Capitol Wings Airline,,,CWZ,CAPWINGS,N
1641,Caravan Air,,,VAN,CAMEL,N
1642,Cardiff Wales Flying Club,,,CWN,CAMBRIAN,N
1643,Cardinal/Air Virginia,,,FVA,AIR VIRGINIA,N
1644,Cardolaar,,,GOL,CARGOLAAR,N
1645,Cards Air Services,,,CDI,CARDS,N
1646,Care Flight,,,CFH,CARE FLIGHT,N
1647,Carga Aerea Dominicana,,,CDM,CARGA AEREA,N
1648,Carga Express Internacional,,,EST,CARGAINTER,N
1649,Cargo 360,,GG,GGC,LONG-HAUL,N
1650,Cargo Express,,,MCX,MAURICARGO,N
1651,Cargo Ivoire,,,CRV,CARGOIV,N
1652,Cargo Link (Caribbean),,,CLM,CARGO LINK,N
1653,Cargo Three,,,CTW,THIRD CARGO,N
1654,Cargoitalia,,2G,CRG,WHITE PELICAN,N
1655,Cargojet Airways,,W8,CJT,CARGOJET,N
1656,Cargolux,,CV,CLX,CARGOLUX,N
1657,Cargoman,,,CGM,HOTEL CHARLIE,N
1658,Carib Aviation,,,DEL,RED TAIL,N
1659,Carib Express,,,BCB,WAVEBIRD,N
1660,Caribair,,,CBC,CARIBAIR,N
1661,Caribbean Air Cargo,,,DCC,CARICARGO,N
1662,Caribbean Air Transport,,,CLT,CARIBBEAN,N
1663,Caribbean Airlines,,BW,BWA,CARIBBEAN AIRLINES,Y
1664,Caribbean Airways,,,IQQ,CARIBJET,N
1665,Caribbean Express,,,TLC,CARIB-X,N
1666,Caribbean Star Airlines,,8B,GFI,CARIB STAR,N
1667,Caribintair,,,CRT,CARIBINTAIR,N
1668,Carill Aviation,,,CVG,CARILL,N
1669,Carpatair,,V3,KRP,CARPATAIR,Y
1670,Carranza,,,CRR,CARRANZA,N
1671,Carroll Air Service,,,ULS,ULSTER,N
1672,Casement Aviation,,,CMT,CASEMENT,N
1673,Casino Airline,,,CSO,CASAIR,N
1674,Casper Air Service,,,CSP,CASPER AIR,N
1675,Caspian Airlines,,RV,CPN,CASPIAN,Y
1676,Castle Aviation,,,CSJ,CASTLE,N
1677,Cat Aviation,,,CAZ,EUROCAT,N
1678,Catalina Flying Boats,,,CBT,CATALINA AIR,N
1679,Catex,,,TEX,CATEX,N
1680,Cathay Pacific,,CX,CPA,CATHAY,Y
1681,Caverton Helicopters,,,CJR,CAVERTON AIR,N
1682,Cayman Airways,,KX,CAY,CAYMAN,Y
1683,Cebu Pacific,,5J,CEB,CEBU AIR,Y
1684,Cecil Aviation,,,CIL,CECIL,N
1685,Cega Aviation,,,CEG,CEGA,N
1686,Celtic Airways,,,CEC,CELTAIR,N
1687,Celtic West,,,CWE,CELTIC,N
1688,Centavia,,7N,CNA,,N
1689,Cente D'Essais En Vol,,,CEV,CENTEV,N
1690,Centennial Airlines,,,CNL,WYO-AIR,N
1691,Centennial Flight Centre,,,CNS,CENTENNIAL,N
1692,Center Vol,,,CVO,CENTERVOL,N
1693,Center-South,,,CTS,CENTER-SOUTH,N
1694,Centrafrican Airlines,,,CET,CENTRAFRICAIN,N
1695,Central Air Express,,,CAX,CENTRAL EXPRESS,N
1696,Central Airlines,,,CTL,CENTRAL COMMUTER,N
1697,Central Airways,,,CNY,CENTRAL LEONE,N
1698,Central American Airlines,,,ACN,AEROCENTRO,N
1699,Central Aviation,,,YOG,YOGAN AIR,N
1700,Central Connect Airlines,,,CCG,,Y
1701,Central De Discos De Reynosa,,,DRN,DISCOS REYNOSA,N
1702,Central European Airlines,,,CMA,EUROCENTRAL,N
1703,Central Flying Service,,,CHA,CHARTER CENTRAL,N
1704,Central Mongolia Airways,,,CEM,CENTRAL MONGOLIA,N
1705,Central Mountain Air,,9M,GLR,GLACIER,N
1706,Central Queensland Aviation College,,,CQC,,N
1707,Central Skyport,,,CSI,SKYPORT,N
1708,Centralwings,,C0,CLW,CENTRALWINGS,Y
1709,Centre Airlines,,,DTV,DUTCH VALLEY,N
1710,Centre of Applied Geodynamica,,,CGS,GEO CENTRE,N
1711,Centre-Avia,,J7,CVC,AVIACENTRE,N
1712,Centro De Helicopteros Corporativos,,,CCV,HELICORPORATIVO,N
1713,Centro de Formacion Aeronautica de Canarias,,,ACF,FORCAN,N
1714,Centurion Air Cargo,,WE,CWC,CHALLENGE CARGO,N
1715,Century Aviation,,,URY,CENTURY AVIA,N
1716,Century Aviation International,,,HAI,,N
1717,Certified Air Dispatch,,,XAD,,N
1718,Cetraca Aviation Service,,,CER,CETRACA,N
1719,Chabahar Airlines,,,IRU,CHABAHAR,N
1720,Chalair Aviation,,,CLG,CHALLAIR,N
1721,Chalk's Ocean Airways,,OP,CHK,CHALKS,N
1722,Challenge Air Transport,,,CLS,AIRISTO,N
1723,Challenge Aviation,,,CHS,CHALLENGE AVIATION,N
1724,Challenge International Airlines,,,OFF,CHALLENGE AIR,N
1725,AC Challenge Aero,,,CHG,SKY CHALLENGER,N
1726,Champagne Airlines,,,CPH,CHAMPAGNE,N
1727,Champion Air,,MG,CCP,CHAMPION AIR,N
1728,Chanchangi Airlines,,,NCH,CHANCHANGI,N
1729,Changan Airlines,,2Z,CGN,CHANGAN,N
1730,Channel Island Aviation,,,CHN,CHANNEL,N
1731,Chantilly Air,,,WML,MARLIN,N
1732,Chaparral Airlines,,,CPL,CHAPARRAL,N
1733,Chari Aviation Services,,S8,CSU,CHARI SERVICE,N
1734,Charlan Air Charter,,,CAH,CHARLAN,N
1735,Charlie Hammonds Flying Service,,,HMD,HAMMOND,N
1736,Charlotte Air National Guard,,,CGD,,N
1737,Charter Air,,,CHW,CHARTER WIEN,Y
1738,Chartright Air,,,HRT,CHARTRIGHT,N
1739,Chautauqua Airlines,,RP,CHQ,CHAUTAUQUA,Y
1740,Cheboksary Airenterprise JSC,,,CBB,CHEBAIR,N
1741,Chemech Aviation,,,CHM,,N
1742,Cherline,,,CHZ,CHERL,N
1743,Chernomor-Avia,,,CMK,CHERAVIA,N
1744,Cherokee Express,,,CBM,BLUE MAX,N
1745,Cherry Air,,,CCY,CHERRY,N
1746,Chesapeake Air Service,,,CAB,CHESAPEAKE AIR,N
1747,Chevron U.S.A,,,CVR,CHEVRON,N
1748,Cheyenne Airways,,,CYA,CHEYENNE AIR,N
1749,Chicago Air,,,CGO,WILD ONION,N
1750,Chicago Express,,C8,WDY,WINDY CITY,N
1751,Chief Rat Flight Services,,,RAT,RIVERRAT,N
1752,Chilchota Taxi Aereo,,,CCH,CHILCHOTA,N
1753,Chilcotin Caribou Aviation,,,DES,CHILCOTIN,N
1754,Chilliwack Aviation,,,CAD,CHILLIWACKAIR,N
1755,Chim-Nir Aviation,,,ETN,CHMINIR,N
1756,China Airlines,,CI,CAL,DYNASTY,Y
1757,China Cargo Airlines,,CK,CKK,CARGO KING,N
1758,China Eastern Airlines,,MU,CES,CHINA EASTERN,Y
1759,China Express Airlines,,,HXA,CHINA EXPRESS,N
1760,China Flying Dragon Aviation,,,CFA,FEILONG,N
1761,China General Aviation Corporation,,,CTH,TONGHANG,N
1762,China National Aviation Corporation,,,CAG,CHINA NATIONAL,N
1763,China Northern Airlines,,CJ,CBF,CHINA NORTHERN,N
1764,China Northwest Airlines,,WH,CNW,CHINA NORTHWEST,N
1765,China Ocean Helicopter Corporation,,,CHC,CHINA HELICOPTER,N
1766,China Postal Airlines,,8Y,CYZ,CHINA POST,N
1767,China Southern Airlines,,CZ,CSN,CHINA SOUTHERN,Y
1768,China Southwest Airlines,,,CXN,CHINA SOUTHWEST,N
1769,China United Airlines,,HR,CUA,LIANHANG,Y
1770,China Xinhua Airlines,,XO,CXH,XINHUA,N
1771,Yunnan Airlines,,3Q,CYH,YUNNAN,Y
1772,Chinguetti Airlines,,,CGU,CHINGUETTI,N
1773,Chipola Aviation,,,CEP,CHIPOLA,N
1774,Chippewa Air Commuter,,,CPW,CHIPPEWA-AIR,N
1775,Chitaavia,,X7,CHF,CHITA,N
1776,Christman Air System,,,CAS,CHRISTMAN,N
1777,Christophorus Flugrettungsverein,,,OEC,CHRISTOPHORUS,N
1778,Chrome Air Services,,,CHO,CHROME AIR,N
1779,Church Aircraft,,,CHU,CHURCHAIR,N
1780,Cielos Airlines,,A2,CIU,CIELOS,N
1781,Cimber Air,,QI,CIM,CIMBER,Y
1782,Cirrus,,,RRU,HELICIRRUS,N
1783,Cirrus Air,,,NTS,NITE STAR,N
1784,Cirrus Airlines,,C9,RUS,CIRRUS AIR,Y
1785,Cirrus Middle East,,,JTI,,N
1786,Citationshares,,,FIV,FIVE STAR,N
1787,Citibank,,,XCX,,N
1788,Citic General Aviation,,,HZX,ZHONGXIN,N
1789,City Airline,,CF,SDR,SWEDESTAR,Y
1790,City Connexion Airlines,,G3,CIX,CONNEXION,Y
1791,City of Bangor,,,XBG,,N
1792,CityJet,,WX,BCY,CITY-IRELAND,Y
1793,Cityair (Chester) Limited,,,CAQ,AIR CHESTER,N
1794,Cityfly,,,CII,CITYFLY,N
1795,BA CityFlyer,,CJ,CFE,FLYER,Y
1796,Cityline Hungary,,,CNB,CITYHUN,N
1797,Citylink Airlines,,,HSR,HOOSIER,N
1798,Civair Airways,,,CIW,CIVFLIGHT,N
1799,Civil Air Patrol South Carolina Wing,,,BKR,BOX KAR,N
1800,Civil Air Transport,,CT,CAT,Mandarin,N
1801,Civil Aviation Authority,,,CIA,CALIMERA,N
1802,Civil Aviation Authority of New Zealand,,,CIV,CIVAIR,N
1803,Civil Aviation Inspectorate of the Czech Republic,,,CBA,CALIBRA,N
1804,Claessens International Limited,,,FMC,CLAESSENS,N
1805,Clark Aviation,,,CLK,CLARKAIR,N
1806,Clasair,,,CSF,CALEDONIAN,N
1807,Clay Lacy Aviation,,,CLY,CLAY-LACY,N
1808,Click Airways,,,CGK,CLICK AIR,Y
1809,Cloud 9 Air Charters,,,CLZ,CLOUDLINE,N
1810,Clowes Estates Limited,,,CLD,CLOWES,N
1811,Club 328,,,SDJ,SPACEJET,N
1812,Club Air,,6P,ISG,CLUBAIR,N
1813,Coast Air,,BX,CST,COAST CENTER,N
1814,Coastal Air,,DQ,,U.S. Virgin Islands,Y
1815,Coastal Air Transport,,,TCL,TRANS COASTAL,N
1816,Coastal Airways,,,CNG,SID-AIR,N
1817,Coastal Travels,,,CSV,COASTAL TRAVEL,N
1818,Cohlmia Aviation,,,CHL,COHLMIA,N
1819,Colaereos,,,OLR,COLAEREOS,N
1820,Colemill Enterprises,,,CLE,COLEMILL,N
1821,Colgan Air,,9L,CJC,COLGAN,Y
1822,Colibri Aviation,,,CAE,HUMMINGBIRD,N
1823,Colt International,,,CCX,,N
1824,Columbia Airlines,,,COL,COLAIR,N
1825,Columbia Helicopters,,,WCO,COLUMBIA HELI,N
1826,Columbus Air Transport,,,KLR,KAY-LER,N
1827,Colvin Aviation,,,GHP,GRASSHOPPER EX,N
1828,Comair,,OH,COM,COMAIR,Y
1829,Comair,,MN,CAW,COMMERCIAL,Y
1830,Comed Group,,,CDE,COMEX,N
1831,Comeravia,,,CVV,COMERAVIA,N
1832,Comercial Aerea,,,CRS,COMERCIAL AEREA,N
1833,Comet Airlines,,,CMG,SUNSPY,N
1834,Comfort Air,,,FYN,FLYNN,N
1835,Comlux Aviation,,,CLA,COMLUX,N
1836,Commair Aviation,,,CMH,COMMODORE,N
1837,Commandement Du Transport Aerien Militaire Francais,,,CTM,COTAM,N
1838,Commander Air Charter,,,CML,COMMANDAIR,N
1839,Commander Mexicana,,,CRM,COMMANDERMEX,N
1840,Commercial Aviation,,,CMS,ACCESS,N
1841,Commodore Aviation,,,GAR,,N
1842,Commonwealth Jet Service,,,CJS,COMMONWEALTH,N
1843,CommutAir,,C5,UCA,COMMUTAIR,Y
1844,Comores Airlines,,KR,CWK,CONTICOM,Y
1845,Compagnia Generale Ripreseaeree,,,CGR,COMPRIP,N
1846,Compagnie Aerienne du Mali,,,CMM,CAMALI,N
1847,Compagnie Mauritanienne Des Transports,,,CPM,,N
1848,Compagnie de Bauxites de Guinee,,,GIC,CEBEGE,N
1849,Compania Aerea de Valencia,,,AIF,,N
1850,Compania Aerotecnicas Fotograficas,,,ATF,AEROTECNICAS,N
1851,Compania Boliviana de Transporte Aereo Privado Aerosur,,,ASU, S.A.,N
1852,Compania De Actividades Y Servicios De Aviacion,,,LCT,STELLAIR,N
1853,Compania Ejecutiva,,,EJV,EJECUTIVA,N
1854,Compania Helicopteros Del Sureste,,,HSE,HELISURESTE,N
1855,Compania Mexicana De Aeroplanos,,,MDR,AEROPLANOS,N
1856,Compania Mexicargo,,GJ,MXC,MEXICARGO,N
1857,Compania Transportes Aereos Del Sur,,,HSS,TAS HELICOPTEROS,N
1858,Compania de Servicios Aereos Tavisa,,,TAV,TAVISA,N
1859,Company Flight,,,CYF,COMPANY FLIGHT,N
1860,Compass Airlines,,CP,CPZ,Compass Rose,Y
1861,Compass International Airways,,,CPS,COMPASS,N
1862,Compuflight Operations Service,,,XCO,,N
1863,Compuserve Incorporated,,,XCS,,N
1864,Conair Aviation,,,CRC,CONAIR-CANADA,N
1865,Concordavia,,,COD,CONCORDAVIA,N
1866,Condor Aero Services,,,CNR,CONAERO,N
1867,Condor,,,CIB,CONDOR BERLIN,N
1868,Condor Flugdienst,,DE,CFG,CONDOR,Y
1869,Confort Air,,,COF,CONFORT,N
1870,Congo Air,,,CAK,,N
1871,Congressional Air,,,CGA,CONGRESSIONAL,N
1872,Conifair Aviation,,,ROY,,N
1873,Connectair Charters,,,BSN,BASTION,N
1874,Conquest Airlines,,,CAC,CONQUEST AIR,N
1875,Conroe Aviation Services,,,CXO,CONROE AIR,N
1876,Consorcio Aviaxsa,,6A,CHP,AVIACSA,Y
1877,Consorcio Helitec,,,VCH,CONSORCIO HELITEC,N
1878,Constanta Airline,,,UZA,CONSTANTA,N
1879,Contact Air,Contactair,C3,KIS,CONTACTAIR,Y
1880,Contel ASC,,,XCL,,N
1881,Continental Airlines,,CO,COA,CONTINENTAL,Y
1882,Continental Airways,,PC,PVV,CONTAIR,N
1883,Continental Express,,CO,,JETLINK,Y
1884,Continental Micronesia,,CS,CMI,AIR MIKE,Y
1885,Continental Oil,,,CON,CONOCO,N
1886,Conviasa,,V0,VCV,CONVIASA,Y
1887,Cook Inlet Aviation,,,CKA,COOK-AIR,N
1888,Cooper Aerial Surveys,,,SVY,SURVEYOR,N
1889,Copa Airlines,,CM,CMP,COPA,Y
1890,Copenhagen Airtaxi,,,CAT,AIRCAT,N
1891,Copper State Air Service,,,COP,COPPER STATE,N
1892,Copterline,,,AAQ,COPTERLINE,Y
1893,Coptrade Air Transport,,,CCW,COPTRADE AIR,N
1894,Corendon Airlines,,,CAI,CORENDON,Y
1895,Coronado Aerolineas,,,CRA,CORAL,N
1896,Corpac Canada,,,CPB,PENTA,N
1897,Corporacion Aereo Cencor,,,CNC,CENCOR,N
1898,Corporacion Aeroangeles,,,CPG,CORPORANG,N
1899,Corporacion Paraguaya De Aeronautica,,,CGY,,N
1900,Corporate Air,,,CPT,AIR SPUR,N
1901,Corporate Air,,,CPR,CORPAIR,N
1902,Corporate Aircraft Company,,,CPO,MOKAN,N
1903,Corporate Airlink,,,COO,CORPORATE,N
1904,Corporate Aviation Services,,,CKE,CHECKMATE,N
1905,Corporate Flight International,,,VHT,VEGAS HEAT,N
1906,Corporate Flight Management,,,VTE,VOLUNTEER,N
1907,Corporate Jets,,,CJI,SEA JET,N
1908,Corsairfly,,SS,CRL,CORSAIR,Y
1909,Corse-Mediterranee,,XK,CCM,CORSICA,Y
1910,Cosmic Air,,F5,COZ,COSMIC AIR,N
1911,Cougar Helicopters,,,CHI,COUGAR,N
1912,Coulson Flying Service,,,MGB,MOCKINGBIRD,N
1913,Country Connection Airlines,,,NSW,,N
1914,Country International Airlines,,,CIK,COUNTRY AIR,N
1915,Courier Services,,,CSD,DELIVERY,N
1916,Court Helicopters,,,CUT,COURT AIR,N
1917,Coval Air,,,CVL,COVAL,N
1918,Cowi,,,COW,COWI,N
1919,Coyne Aviation,,,COY,COYNE AIR,N
1920,Cranfield University,,,CFD,AERONAUT,N
1921,Cree Airways,,,CRE,CREE AIR,N
1922,Crelam,,,ELM,CRELAM,N
1923,Crest Aviation,,,CAN,CREST,Y
1924,Crimea Universal Avia,,,KRM,TRANS UNIVERSAL,N
1925,Croatia Airlines,,OU,CTN,CROATIA,Y
1926,Croatian Air Force,,,HRZ,CROATIAN AIRFORCE,N
1927,Cross Aviation,,,CRX,CROSSAIR,N
1928,Crossair Europe,,QE,ECC,Cigogne,N
1929,Crow Executive Air,,,CWX,CROW EXPRESS,N
1930,Crown Air Systems,,,CKR,CROWN AIR,N
1931,Crown Airways,,,CRO,CROWN AIRWAYS,Y
1932,Crownair,,,CRW,REGAL,N
1933,Cruiser Linhas Aereas,,,VCR,VOE CRUISER,N
1934,Cryderman Air Service,,,CTY,CENTURY,N
1935,Crystal Shamrock,,,CYT,CRYSTAL-AIR,N
1936,Cubana de Aviación,,CU,CUB,CUBANA,Y
1937,Cumberland Airways (Nicholson Air Service),,,CBL,CUMBERLAND,N
1938,Custom Air Transport,,,CTT,CATT,N
1939,Cygnus Air,,,RGN,CYGNUS AIR,N
1940,Cyprair Tours,,,CYC,CYPRAIR,N
1941,Cypress Airlines,,,CYS,SKYBIRD,N
1942,Cyprus Airways,,CY,CYP,CYPRUS,Y
1943,Cyprus Turkish Airlines,,YK,,,Y
1944,Czech Air Force,,,CEF,CZECH AIR FORCE,N
1945,Czech Air Handling,,,AHD,AIRHANDLING,N
1946,Czech Airlines,CSA Czech Airlines,OK,CSA,CSA-LINES,Y
1947,Czech Government Flying Service,,,CIE,CZECHIA,N
1948,D & D Aviation,,,DDA,DUSTY,N
1949,D&K Aviation,,,DNK,DIRECT JET,N
1950,DAP Helicopteros,,,DHE,HELIDAP,N
1951,DFS UK Limited,,,VLF,VOLANTE,N
1952,DAS Air Cargo,,WD,DSR,DAIRAIR,N
1953,DAS Airlines,,,RKC,DAS CONGO,N
1954,DAT Danish Air Transport,,DX,DTR,DANISH,Y
1955,DAT Enterprise Limited,,,ENT,DATENT,N
1956,DERA Boscombe Down,,,BDN,GAUNTLET,N
1957,DESNA,,,DSN,DESNA,N
1958,DETA Air,,,DET,SAMAL,N
1959,DGO Jet,,,DGO,DGO JET,N
1960,DHL Aero Expreso,,,DAE,YELLOW,N
1961,DHL Air,,,DHK,WORLD EXPRESS,N
1962,DHL Aviation,,,DHV,WORLDSTAR,N
1963,DHL International,,ES,DHX,DILMUN,N
1964,DHL de Guatemala,,L3,JOS,,N
1965,DSWA,,,RSK,REDSKIN,N
1966,Daallo Airlines,,D3,DAO,DALO AIRLINES,Y
1967,Dagestan Airlines,,N2,DAG,DAGAL,N
1968,Dahla Airlines,,,DHA,,N
1969,Daimler Chrysler Aviation,,,DCS,TWIN STAR,N
1970,Daimler-Chrysler,,,DCX,DAIMLER,N
1971,Daka,,,DKA,,N
1972,Dala Air Services,,,DLR,DALA AIR,N
1973,Dalavia,,H8,KHB,DALAVIA,Y
1974,Dallas Express Airlines,,,DXP,DALLAS EXPRESS,N
1975,Damascene Airways,,,DAS,AIRDAM,N
1976,Danbury Airways,,,DSA,DANBURY AIRWAYS,N
1977,Dancopter,,,DOP,DANCOPTER,N
1978,Danish Air Force,,,DAF,DANISH AIRFORCE,N
1979,Danish Army,,,DAR,DANISH ARMY,N
1980,Danish Navy,,,DNY,DANISH NAVY,N
1981,Danu Oro Transportas,,,DNU,DANU,N
1982,Darta,,,DRT,DARTA,N
1983,Darwin Airline,,0D,DWT,DARWIN,Y
1984,Dasab Airlines,,,DSQ,DASAB AIR,N
1985,Dash Air Charter,,,DSH,DASH CHARTER,N
1986,Dash Aviation,,,GOB,PILGRIM,N
1987,Dasnair,,,DGX,DASNA,N
1988,Dassault Aviation,,,DAB,,N
1989,Dassault Falcon Jet Corporation,,,CVF,CLOVERLEAF,N
1990,Dassault Falcon Service,,,DSO,DASSAULT,N
1991,Data International,,,DTN,DATA AIR,N
1992,Date Transformation Corp,,,XDT,,N
1993,Dauair,,D5,DAU,DAUAIR,N
1994,David Crawshaw Consultants Limited,,,DCO,,N
1995,Dawn Air,,,DWN,DAWN AIR,N
1996,DayJet,,,DJS,DAYJET,N
1997,Daya Aviation,,,DAY,DAYA,N
1998,De Havilland,,,DHC,DEHAVILLAND,N
1999,Deadalos Flugtbetriebs,,,IAY,IASON,N
2000,Decatur Aviation,,,DAA,DECUR,N
2001,Deccan Aviation,,,DKN,DECCAN,N
2002,Deccan Aviation (Lanka),,,DLK,DEKKANLANKA,N
2003,Deer Jet,,,DER,DEER JET,N
2004,Deere and Company,,,JDC,JOHN DEERE,N
2005,Delaware Skyways,,,DWR,DELAWARE,N
2006,Delta Aerotaxi,,,DEA,JET SERVICE,Y
2007,Delta Air Charter,,,SNO,SNOWBALL,N
2008,Delta Air Elite,,,ELJ,ELITE JET,N
2009,Delta Air Lines,,DL,DAL,DELTA,Y
2010,Delta Engineering Aviation,,,KMB,KEMBLEJET,N
2011,Delta Express International,,,DLI,DELTA EXPRESS,N
2012,Delta State University,,,DSU,DELTA STATE,N
2013,Denim Air,,,DNM,DENIM,Y
2014,Denver Express,,,FEC,FALCON EXPRESS,N
2015,Denver Jet,,,DJT,DENVER JET,N
2016,Departmento De Agricultura De La Generalitat De Cataluna,,,FGC,FORESTALES,N
2017,Deraya Air Taxi,,,DRY,DERAYA,N
2018,Des R Cargo Express,,,DRX,,N
2019,Desarrollo Milaz,,,MIZ,MILAZ,N
2020,Destiny Air Services,,,DTY,DESTINY,N
2021,Deutsche Bahn,,2A,,,Y
2022,Deutsche Rettungsflugwacht,,1I,AMB,CIVIL AIR AMBULANCE,N
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,,,LFO,LUFO,N
2024,Di Air,,,DIS,DI AIR,N
2025,Diamond Aviation,,,SPK,SPARKLE,N
2026,Didier Rousset Buy,,,DRB,DIDIER,N
2027,Digital Equipment Corporation,,,DGT,DIGITAL,N
2028,Dinar,,D7,RDN,AERO DINAR,N
2029,Diplomatic Freight Services,,,DIP,DIPFREIGHT,N
2030,Direccion General de Aviacion Civil y Telecomunicasciones,,,ENA,ENA,N
2031,Direct Air,,,DIA,BLUE SKY,N
2032,Direct Air trading as Midway Connection,,,XAP,MID-TOWN,N
2033,Direct Flight,,,DCT,,N
2034,Sky Express,,,SXP,EXPRESS SKY,N
2035,Dirgantara Air Service,,AW,DIR,DIRGANTARA,N
2036,Discover Air,,,DCV,DISCOVER,N
2037,Discovery Airways,,DH,DVA,DISCOVERY AIRWAYS,N
2038,Dispatch Services,,,XDS,,N
2039,Dix Aviation,,,DIX,DIX FLIGHT,N
2040,Dixie Airways,,,DEE,TACAIR,N
2041,Djibouti Airlines,,D8,DJB,DJIBOUTI AIR,Y
2042,Dniproavia,,,UDN,DNIEPRO,Y
2043,Flying Dolphin Airlines,,,FDN,FLYING DOLPHIN,N
2044,Dolphin Express Airlines,,,IXX,ISLAND EXPRESS,N
2045,Dome Petroleum,,,DPL,DOME,N
2046,Dominguez Toledo (Grupo Mayoral),,,MYO,MAYORAL,N
2047,Dominicana de Aviaci,,DO,DOA,DOMINICANA,Y
2048,Domodedovo Airlines,,E3,DMO,DOMODEDOVO,Y
2049,Don Avia,,,DVB,DONSEBAI,N
2050,Donair Flying Club,,,DON,DONAIR,N
2051,DonbassAero,,5D,UDC,DONBASS AERO,Y
2052,Dorado Air,,,DAD,DORADO AIR,N
2053,Dornier,,,DOR,DORNIER,N
2054,Dornier Aviation Nigeria,,,DAV,DANA AIR,N
2055,Dos Mundos,,,DOM,DOS MUNDOS,N
2056,Dragonair,,KA,HDA, Hong Kong Dragon Airlines,Y
2057,Dreamcatcher Airways,,,DCA,DREAM CATCHER,N
2058,Druk Air,,KB,DRK,ROYAL BHUTAN,Y
2059,Drummond Island Air,,,DRE,MICHIGAN,N
2060,Dubai Airwing,,,DUB,DUBAI,N
2061,Dubrovnik Air,,,DBK,SEAGULL,Y
2062,Ducair,,,DUK,LION KING,N
2063,Duchess of Britany (Jersey) Limited,,,DBJ,DUCHESS,N
2064,UK Royal/HRH Duke of York,,,LPD,LEOPARD,N
2065,Dun'Air,,,DUN,DUNAIR,N
2066,Duncan Aviation,,,PHD,PANHANDLE,N
2067,Dunyaya Bakis Hava Tasimaciligi,,,VVF,WORLDFOCUS,N
2068,Duo Airways,,,DUO,FLY DUO,N
2069,Durango Jet,,,DJE,DURANGO JET,N
2070,Dutch Antilles Express,,,DNL,DUTCH ANTILLES,Y
2071,Dutch Caribbean Express,,,DCE,DUTCH CARIBBEAN,N
2072,Dutchbird,,,DBR,DUTCHBIRD,N
2073,Dwyer Aircraft Services,,,DFS,DWYAIR,N
2074,Dynair Services,,,XDY,,N
2075,Dynamair Aviation,,,DNR,DYNAMAIR,N
2076,Dynamic Air,,,DYE,DYNAMIC,N
2077,dba,,DI,BAG,SPEEDWAY,Y
2078,E H Darby Aviation,,,EHD,PLATINUM AIR,N
2079,Electronic Data Systems,,1C,,,N
2080,Electronic Data Systems,,,1Y,,N
2081,EAA Escola De Aviacao Aerocondor,,,EAD,AERO-ESCOLA,N
2082,Executive Airlines Services,,,EXW,ECHOLINE,N
2083,EFAOS- Agencia De Viagens e Turismo,,,EFS,EFAOS,N
2084,EFD Eisele Flugdienst,,,EFD,EVER FLIGHT,N
2085,EFS-Flugservice,,,FSD,FLUGSERVICE,N
2086,EIS Aircraft,,,EIS,COOL,N
2087,EPAG Groupe Air France,,,IAG,EPAG,N
2088,ESI Eliservizi Italiani,,,ESI,ELISERVIZI,N
